station,cape,lifted_index,sweat_index,k_index,pwat,storm_probability,forecast,created_at
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-05-28 13:54:27.416777
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-05-28 13:54:27.419933
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-05-28 14:09:14.487763
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-05-28 14:09:14.503360
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-05-28 14:09:14.519714
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-05-28 14:09:14.534726
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-05-28 14:09:14.550696
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-05-28 14:14:12.242221
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-05-28 14:14:12.278251
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-05-28 14:14:12.305655
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-05-28 14:14:12.327721
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-05-28 14:14:12.353850
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-05-28 14:22:58.902482
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-05-28 14:22:58.926603
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-05-28 14:22:58.956086
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-05-28 14:22:58.973736
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-05-28 14:22:58.991980
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-05-28 14:32:59.812758
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-05-28 14:32:59.829367
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-05-28 14:32:59.846485
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-05-28 14:32:59.861326
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-05-28 14:32:59.880822
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-05-28 14:36:50.869742
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-05-28 14:36:50.880680
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-05-28 14:36:50.897742
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-05-28 14:36:50.908494
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-05-28 14:36:50.928454
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-05-28 14:36:50.929388
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-05-28 14:36:50.956897
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-05-28 14:36:50.984903
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-05-28 14:36:50.996821
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-05-28 14:36:50.997614
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-05-28 14:36:50.997843
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-05-28 14:36:51.006066
Visakhapatnam,3200.0,-8.8,380.0,41.0,72.0,56.0,94,EXTREME CONVECTIVE BREACH,2026-05-28 14:40:47.392687
Chennai,1750.0,-4.5,240.0,31.0,52.0,47.0,55,MODERATE THUNDERSTORM RISK,2026-05-28 14:40:47.414672
Kolkata,3400.0,-9.2,410.0,44.0,76.0,58.0,96,EXTREME CONVECTIVE BREACH,2026-05-28 14:40:47.435796
Hyderabad,1100.0,-2.8,190.0,26.0,42.0,42.0,35,MODERATE THUNDERSTORM RISK,2026-05-28 14:40:47.457980
Machilipatnam,2600.0,-6.8,320.0,37.0,61.0,53.0,82,SEVERE THUNDERSTORM RISK,2026-05-28 14:40:47.477584
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-05-28 14:40:55.935688
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-05-28 14:40:55.959269
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-05-28 14:40:55.977236
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-05-28 14:40:55.994079
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-05-28 14:40:56.016138
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-05-28 17:05:03.897761
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-05-28 17:05:03.939359
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-05-28 17:05:03.976520
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-05-28 17:05:04.014903
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-05-28 17:05:04.056795
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-05-28 17:22:52.434909
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-05-28 17:22:52.468412
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-05-28 17:22:52.496102
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-05-28 17:22:52.517750
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-05-28 17:22:52.536519
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-05-28 19:01:57.557450
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-05-28 19:01:57.590766
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-05-28 19:01:57.624688
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-05-28 19:01:57.656149
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-05-28 19:01:57.687694
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-05-28 19:20:19.831209
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-05-28 19:20:19.867811
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-05-28 19:20:19.895370
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-05-28 19:20:19.920221
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-05-28 19:20:19.947016
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-05-28 20:52:47.383886
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-05-28 20:52:47.418418
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-05-28 20:52:47.460663
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-05-28 20:52:47.491685
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-05-28 20:52:47.517852
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-05-29 14:28:48.510295
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-05-29 14:28:48.546923
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-05-29 14:28:48.578124
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-05-29 14:28:48.610596
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-05-29 14:28:48.647033
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-05-29 14:59:49.467376
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-05-29 14:59:49.488110
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-05-29 14:59:49.509718
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-05-29 14:59:49.533623
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-05-29 14:59:49.554498
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-05-29 20:06:48.861936
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-05-29 20:06:48.899378
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-05-29 20:06:48.934187
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-05-29 20:06:48.967300
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-05-29 20:06:49.001193
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-05-30 10:37:09.587419
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-05-30 10:37:09.650245
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-05-30 10:37:09.707256
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-05-30 10:37:09.765014
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-05-30 10:37:09.813458
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-05-30 10:47:42.021619
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-05-30 10:47:42.089138
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-05-30 10:47:42.144891
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-05-30 10:47:42.198501
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-05-30 10:47:42.243900
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-05-30 11:03:09.136100
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-05-30 11:03:09.218533
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-05-30 11:03:09.275591
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-05-30 11:03:09.385330
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-05-30 11:03:09.447489
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-05-30 11:52:54.422959
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-05-30 11:52:54.444447
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-05-30 11:52:54.466742
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-05-30 11:52:54.487344
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-05-30 11:52:54.510873
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-06-01 09:16:22.474521
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-01 09:16:22.599726
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-06-01 09:16:49.178011
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-06-01 09:17:10.727664
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-06-01 09:17:28.926113
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-06-01 11:54:03.991633
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-01 11:54:05.422837
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-06-01 11:54:20.167365
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-06-01 11:54:28.854397
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-06-01 11:54:40.033007
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-06-02 19:28:57.561320
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-02 19:28:57.602400
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-06-02 19:28:57.649236
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-06-02 19:28:57.683946
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-06-02 19:28:57.720415
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-06-02 19:48:57.999510
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-02 19:48:58.099889
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-06-02 19:48:58.160483
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-06-02 19:48:58.215382
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-06-02 19:48:58.269945
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-06-02 19:53:58.184611
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-02 19:53:58.228942
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-06-02 19:53:58.265596
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-06-02 19:53:58.307070
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-06-02 19:53:58.345196
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-06-02 20:22:36.699798
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-02 20:22:37.670209
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-06-02 20:22:38.165318
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-06-02 20:22:38.346889
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-06-02 20:22:38.642234
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-06-03 09:18:50.041997
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-03 09:18:50.162240
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-06-03 09:18:50.281526
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-06-03 09:18:50.404307
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-06-03 09:18:50.511315
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-06-03 09:27:53.684030
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-03 09:27:53.755596
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-06-03 09:27:53.820115
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-06-03 09:27:53.873896
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-06-03 09:27:53.929165
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-06-03 09:42:42.026358
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-03 09:42:42.141646
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-06-03 09:42:42.201824
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-06-03 09:42:42.258636
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-06-03 09:42:42.337581
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-06-03 09:47:40.114921
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-03 09:47:40.194383
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-06-03 09:47:40.253971
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-06-03 09:47:40.314442
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-06-03 09:47:40.370407
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-06-03 09:52:42.062034
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-03 09:52:42.112658
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-06-03 09:52:42.161780
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-06-03 09:52:42.210205
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-06-03 09:52:42.253176
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-06-03 09:57:42.360928
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-03 09:57:42.429416
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-06-03 09:57:42.489989
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-06-03 09:57:42.550835
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-06-03 09:57:42.607664
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-06-03 09:59:16.290466
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-03 09:59:16.354987
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-06-03 09:59:16.436226
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-06-03 09:59:16.523146
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-06-03 09:59:16.627492
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-06-03 10:04:16.433618
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-03 10:04:16.517632
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-06-03 10:04:16.571487
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-06-03 10:04:16.622330
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-06-03 10:04:16.671694
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-06-03 10:09:16.349584
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-03 10:09:16.446564
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-06-03 10:09:16.525117
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-06-03 10:09:16.581847
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-06-03 10:09:16.627338
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-06-03 10:14:25.553739
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-03 10:14:25.619350
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-06-03 10:14:25.692119
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-06-03 10:14:25.732701
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-06-03 10:14:25.773551
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-06-03 10:19:25.568311
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-03 10:19:25.623347
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-06-03 10:19:25.672541
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-06-03 10:19:25.723062
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-06-03 10:19:25.773150
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-06-03 10:24:25.083874
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-03 10:24:25.163647
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-06-03 10:24:25.221773
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-06-03 10:24:25.263469
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-06-03 10:24:25.315012
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-06-03 10:32:11.353027
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-03 10:32:11.472761
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-06-03 10:32:11.575075
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-06-03 10:32:11.689696
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-06-03 10:32:11.774093
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-06-03 11:35:36.471562
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-06-03 11:35:36.527561
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-06-03 11:35:36.569417
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-06-03 11:35:36.608466
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-06-03 11:35:36.652275
